operadora;localidade;UF;data;TOTAL_DE_CHAMADAS;PERDAS_OI_ABS;PERDAS_OI
Sercomtel Fixa;TAMARANA;PR;2015-06-22;16;0;0
OI Fixa;PEDRO II;PI;2015-06-22;16;0;0
OI Fixa;NINHEIRA;MG;2015-06-22;16;0;0
Algar Telecom;SANTANA DE PATOS;MG;2015-06-22;16;0;0
BrT Fixa;SAO CRISTOVAO DO SUL;SC;2015-06-22;16;0;0
Sercomtel Fixa;IBAITI;PR;2015-06-22;16;0;0
OI Fixa;TUMIRITINGA;MG;2015-06-22;16;1;6,25
OI Fixa;URUCUIA;MG;2015-06-22;16;0;0
Telefônica;TRABIJU;SP;2015-06-22;16;0;0
Telefônica;ITAJU;SP;2015-06-22;16;1;6,25
Telefônica;SP;SP;2015-06-22;16;0;0
Nao Encontrado;CURITIBA;PR;2015-06-22;16;0;0
Telefônica;SAO JOAO DE ITAGUACU;SP;2015-06-22;16;1;6,25
Telefônica;RIVERSUL;SP;2015-06-22;16;0;0
Embratel;ARTUR NOGUEIRA;SP;2015-06-22;16;0;0
OI Fixa;CARIDADE;CE;2015-06-22;16;0;0
BrT Fixa;SAO VENDELINO;RS;2015-06-22;16;0;0
OI Fixa;JAPUIBA;RJ;2015-06-22;16;0;0
Nao Encontrado;SAO JOSE DO RIO CLARO;MT;2015-06-22;16;1;6,25
OI Fixa;LAGOA SECA;PB;2015-06-22;16;0;0
OI Fixa;SAO SEBASTIAO DO ANTA;MG;2015-06-22;16;0;0
BrT Fixa;SAO GABRIEL DE GOIAS;GO;2015-06-22;16;0;0
OI Fixa;SAO JOSE DO ALEGRE;MG;2015-06-22;16;0;0
OI Fixa;ARATACA;BA;2015-06-22;15;0;0
OI Fixa;MENDES PIMENTEL;MG;2015-06-22;15;0;0
OI Fixa;SAO DOMINGOS DO MARANHAO;MA;2015-06-22;15;0;0
Telefônica;TAQUARAL;SP;2015-06-22;15;0;0
OI Fixa;ILHA DO GOVERNADOR;RJ;2015-06-22;15;0;0
OI Fixa;DESTERRO DE ENTRE RIOS;MG;2015-06-22;15;0;0
BrT Fixa;ERVAL SECO;RS;2015-06-22;15;0;0
OI Fixa;CRISOLITA;MG;2015-06-22;15;4;26,67
BrT Fixa;ARACU;GO;2015-06-22;15;0;0
Telefônica;GOIANIA;GO;2015-06-22;15;0;0
BrT Fixa;TARILANDIA;RO;2015-06-22;15;6;40
OI Fixa;ESTRELA DO INDAIA;MG;2015-06-22;15;0;0
OI Fixa;SIMAO DIAS;SE;2015-06-22;15;1;6,67
OI Fixa;BUJARU;PA;2015-06-22;15;1;6,67
Telefônica;RIBEIRAO GRANDE;SP;2015-06-22;15;1;6,67
OI Fixa;CAPUTIRA;MG;2015-06-22;15;0;0
Telefônica;CAMPOS NOVOS PAULISTA;SP;2015-06-22;15;0;0
OI Fixa;BARRO ALTO;BA;2015-06-22;15;0;0
OI Fixa;CABEDELO;PB;2015-06-22;15;0;0
BrT Fixa;NIOAQUE;MS;2015-06-22;15;1;6,67
OI Fixa;CURURUPU;MA;2015-06-22;15;1;6,67
Vivo Fixo;PELOTAS;RS;2015-06-22;15;0;0
BrT Fixa;SAO CARLOS;SC;2015-06-22;15;0;0
OI Fixa;BOQUEIRAO DO PIAUI;PI;2015-06-22;15;0;0
OI Fixa;CERRO CORA;RN;2015-06-22;15;0;0
BrT Fixa;LAMBARI D OESTE;MT;2015-06-22;15;2;13,33
OI Fixa;TEOFILANDIA;BA;2015-06-22;15;0;0
OI Fixa;SAO DOMINGOS;BA;2015-06-22;15;0;0
OI Fixa;JABOATAO;PE;2015-06-22;15;0;0
BrT Fixa;WENCESLAU BRAZ;PR;2015-06-22;15;0;0
BrT Fixa;SAO JOAQUIM;SC;2015-06-22;15;1;6,67
Embratel;JATAI;GO;2015-06-22;15;0;0
OI Fixa;UMARIZAL;RN;2015-06-22;15;0;0
BrT Fixa;PANAMA;GO;2015-06-22;15;0;0
OI Fixa;APUIARES;CE;2015-06-22;15;2;13,33
Embratel;COLATINA;ES;2015-06-22;15;0;0
Nao Encontrado;CODAJAS;AM;2015-06-22;15;1;6,67
OI Fixa;SANTANA DE CATAGUASES;MG;2015-06-22;15;0;0
BrT Fixa;JANDAIA DO SUL;PR;2015-06-22;15;0;0
BrT Fixa;PIRANHAS;GO;2015-06-22;15;0;0
OI Fixa;CRISTINAPOLIS;SE;2015-06-22;15;0;0
Telefônica;GUZOLANDIA;SP;2015-06-22;15;1;6,67
OI Fixa;FRANCISCO BADARO;MG;2015-06-22;15;1;6,67
OI Fixa;CORTES;PE;2015-06-22;15;1;6,67
BrT Fixa;TROMBUDO CENTRAL;SC;2015-06-22;15;0;0
BrT Fixa;ASSAI;PR;2015-06-22;15;0;0
OI Fixa;RIBEIRAO DO LARGO;BA;2015-06-22;15;0;0
OI Fixa;BARRA DO POJUCA;BA;2015-06-22;15;1;6,67
OI Fixa;ITABIRINHA DE MANTENA;MG;2015-06-22;15;1;6,67
OI Fixa;CHALE;MG;2015-06-22;15;0;0
BrT Fixa;MELEIRO;SC;2015-06-22;15;1;6,67
Telefônica;S BERNARDO CAMPO;SP;2015-06-22;15;0;0
OI Fixa;PENTECOSTE;CE;2015-06-22;15;0;0
OI Fixa;CHORO;CE;2015-06-22;15;0;0
OI Fixa;COCAL;PI;2015-06-22;15;0;0
OI Fixa;DONA EUZEBIA;MG;2015-06-22;15;0;0
Telefônica;MARABA PAULISTA;SP;2015-06-22;15;0;0
Telefônica;UBARANA;SP;2015-06-22;15;0;0
BrT Fixa;SAO VALENTIM;RS;2015-06-22;15;0;0
Telefônica;QUEIROZ;SP;2015-06-22;15;5;33,33
OI Fixa;MONTE FORMOSO;MG;2015-06-22;15;0;0
OI Fixa;SANA;RJ;2015-06-22;15;0;0
BrT Fixa;DONA EMMA;SC;2015-06-22;15;3;20
OI Fixa;FAZENDA NOVA;PE;2015-06-22;15;0;0
OI Fixa;ACARI;RN;2015-06-22;15;1;6,67
BrT Fixa;ATALAIA;PR;2015-06-22;15;0;0
Nao Encontrado;ITAPECERICA DA SERRA;SP;2015-06-22;15;0;0
OI Fixa;TAQUARACU DE MINAS;MG;2015-06-22;15;0;0
OI Fixa;VARGEM GRANDE DO RIO PARDO;MG;2015-06-22;14;0;0
BrT Fixa;IBEMA;PR;2015-06-22;14;0;0
Telefônica;SAGRES;SP;2015-06-22;14;0;0
OI Fixa;PACARAIMA;RR;2015-06-22;14;4;28,57
OI Fixa;CRAIBAS;AL;2015-06-22;14;0;0
BrT Fixa;SULINA;PR;2015-06-22;14;5;35,71
OI Fixa;SAO FRANCISCO DO GLORIA;MG;2015-06-22;14;2;14,29
OI Fixa;BAIAO;PA;2015-06-22;14;6;42,86
OI Fixa;CONCEICAO DE JACAREI;RJ;2015-06-22;14;0;0
Telefônica;ITAOCA;SP;2015-06-22;14;0;0
BrT Fixa;ILHA DO MEL;PR;2015-06-22;14;0;0
OI Fixa;IRANDUBA;AM;2015-06-22;14;1;7,14
BrT Fixa;DONA FRANCISCA;RS;2015-06-22;14;0;0
BrT Fixa;CAPIVARI DO SUL;RS;2015-06-22;14;1;7,14
OI Fixa;SANTA CRUZ;RJ;2015-06-22;14;5;35,71
OI Fixa;ALEXANDRIA;RN;2015-06-22;14;3;21,43
OI Fixa;CEDRO;PE;2015-06-22;14;3;21,43
GVT;ERECHIM;RS;2015-06-22;14;0;0
OI Fixa;MONSENHOR GIL;PI;2015-06-22;14;0;0
Algar Telecom;CONCEICAO ALAGOAS;MG;2015-06-22;14;0;0
Telefônica;NOVA INDEPENDENCIA;SP;2015-06-22;14;0;0
Algar Telecom;SERTAOZINHO;SP;2015-06-22;14;0;0
OI Fixa;CHA DE ALEGRIA;PE;2015-06-22;14;0;0
Embratel;SAO JOSE RIO PRETO;SP;2015-06-22;14;1;7,14
BrT Fixa;GOVERNADOR JORGE TEIXEIRA;RO;2015-06-22;14;0;0
BrT Fixa;ALMAS;TO;2015-06-22;14;3;21,43
BrT Fixa;PORTO ALEGRE DO NORTE;MT;2015-06-22;14;2;14,29
Telefônica;LUCIANOPOLIS;SP;2015-06-22;14;0;0
Telefônica;ALTO ALEGRE;SP;2015-06-22;14;0;0
BrT Fixa;MONTIVIDIU;GO;2015-06-22;14;0;0
Embratel;PERUIBE;SP;2015-06-22;14;1;7,14
BrT Fixa;SEVERIANO DE ALMEIDA;RS;2015-06-22;14;2;14,29
OI Fixa;TEOTONIO VILELA;AL;2015-06-22;14;0;0
OI Fixa;VISEU;PA;2015-06-22;14;0;0
BrT Fixa;PINHEIRO MACHADO;RS;2015-06-22;14;0;0
OI Fixa;SANTANA DOS MONTES;MG;2015-06-22;14;0;0
OI Fixa;CARMESIA;MG;2015-06-22;14;0;0
BrT Fixa;SOBRADINHO;RS;2015-06-22;14;3;21,43
OI Fixa;CHAPADA DO NORTE;MG;2015-06-22;14;0;0
OI Fixa;OLHO D'AGUA DO CASADO;AL;2015-06-22;14;0;0
OI Fixa;OROS;CE;2015-06-22;14;0;0
BrT Fixa;BELA VISTA DO TOLDO;SC;2015-06-22;14;0;0
OI Fixa;ARARUNA;PB;2015-06-22;14;2;14,29
BrT Fixa;SERRANOPOLIS;GO;2015-06-22;14;0;0
Nao Encontrado;BRASILIA;DF;2015-06-22;14;1;7,14
BrT Fixa;BONFINOPOLIS;GO;2015-06-22;14;2;14,29
OI Fixa;PECEM;CE;2015-06-22;14;0;0
BrT Fixa;AUGUSTO PESTANA;RS;2015-06-22;14;0;0
OI Fixa;SANTO AGOSTINHO;PE;2015-06-22;14;0;0
Vivo Fixo;NITEROI;RJ;2015-06-22;14;1;7,14
OI Fixa;ALUMINIO;SP;2015-06-22;14;0;0
OI Fixa;APODI;RN;2015-06-22;14;0;0
BrT Fixa;PALMAS;PR;2015-06-22;14;1;7,14
OI Fixa;IBITIOCA;RJ;2015-06-22;14;0;0
Embratel;ILHEUS;BA;2015-06-22;14;0;0
BrT Fixa;MARZAGAO;GO;2015-06-22;14;0;0
OI Fixa;ITAPISSUMA;PE;2015-06-22;14;0;0
Telefônica;ALTAIR;SP;2015-06-22;14;1;7,14
OI Fixa;SITIO DO MATO;BA;2015-06-22;14;2;14,29
OI Fixa;PE DE SERRA;BA;2015-06-22;14;1;7,14
Embratel;SAO LEOPOLDO;RS;2015-06-22;14;1;7,14
OI Fixa;MATRIZ DE CAMARAGIBE;AL;2015-06-22;14;0;0
BrT Fixa;DOUTOR RICARDO;RS;2015-06-22;14;0;0
BrT Fixa;CANDIOTA;RS;2015-06-22;14;0;0
Telefônica;DOLCINOPOLIS;SP;2015-06-22;14;0;0
BrT Fixa;RESERVA DO CABACAL;MT;2015-06-22;14;3;21,43
OI Fixa;PARAZINHO;RN;2015-06-22;14;0;0
Algar Telecom;IGARATINGA;MG;2015-06-22;14;1;7,14
OI Fixa;GRANJA;CE;2015-06-22;14;2;14,29
OI Fixa;CONCEICAO DA APARECIDA;MG;2015-06-22;14;1;7,14
OI Fixa;CHACARA;MG;2015-06-22;14;1;7,14
BrT Fixa;MATRINCHA;GO;2015-06-22;14;0;0
OI Fixa;BALBINA;AM;2015-06-22;14;6;42,86
OI Fixa;PASSO DE CAMARAGIBE;AL;2015-06-22;14;0;0
BrT Fixa;JATAIZINHO;PR;2015-06-22;14;1;7,14
OI Fixa;RIO DO PIRES;BA;2015-06-22;14;0;0
OI Fixa;COTEGIPE;BA;2015-06-22;14;0;0
OI Fixa;ANTA;RJ;2015-06-22;14;0;0
OI Fixa;ITAGIMIRIM;BA;2015-06-22;14;0;0
OI Fixa;TEJUCUOCA;CE;2015-06-22;14;0;0
OI Fixa;CORONEL XAVIER CHAVES;MG;2015-06-22;14;0;0
Embratel;CAMPINA GRANDE;PB;2015-06-22;14;0;0
OI Fixa;BRACO DO RIO;ES;2015-06-22;13;0;0
OI Fixa;SAPE;PB;2015-06-22;13;0;0
BrT Fixa;SAO TOME;PR;2015-06-22;13;1;7,69
OI Fixa;VERISSIMO;MG;2015-06-22;13;0;0
OI Fixa;MARILAC;MG;2015-06-22;13;0;0
Telefônica;FLOREAL;SP;2015-06-22;13;1;7,69
OI Fixa;SAO ROQUE DE MINAS;MG;2015-06-22;13;0;0
BrT Fixa;ITAJA;GO;2015-06-22;13;0;0
BrT Fixa;JOAQUIM TAVORA;PR;2015-06-22;13;0;0
Embratel;CAMPO BOM;RS;2015-06-22;13;0;0
BrT Fixa;VIADUTOS;RS;2015-06-22;13;0;0
BrT Fixa;ABADIANIA;GO;2015-06-22;13;1;7,69
OI Fixa;RIO GRANDE DO PIAUI;PI;2015-06-22;13;0;0
BrT Fixa;SANTA TEREZINHA DE ITAIPU;PR;2015-06-22;13;0;0
OI Fixa;ARACATU;BA;2015-06-22;13;1;7,69
BrT Fixa;LUZINOPOLIS;TO;2015-06-22;13;2;15,38
Embratel;CAMBORIU;SC;2015-06-22;13;0;0
OI Fixa;VARGEM BONITA;MG;2015-06-22;13;0;0
BrT Fixa;SENADOR GUIOMARD;AC;2015-06-22;13;1;7,69
BrT Fixa;ANAHY;PR;2015-06-22;13;0;0
OI Fixa;NOVA OLINDA DO MARANHAO;MA;2015-06-22;13;3;23,08
Algar Telecom;CACHOEIRA DOURADA;GO;2015-06-22;13;0;0
OI Fixa;AREMBEPE;BA;2015-06-22;13;0;0
Telefônica;GUARIROBA;SP;2015-06-22;13;0;0
OI Fixa;PONTO DOS VOLANTES;MG;2015-06-22;13;1;7,69
OI Fixa;BANDEIRA DO SUL;MG;2015-06-22;13;7;53,85
Sercomtel Fixa;TELEMACO BORBA;PR;2015-06-22;13;0;0
OI Fixa;PINGO-D'AGUA;MG;2015-06-22;13;0;0
OI Fixa;IGARAPE-ACU;PA;2015-06-22;13;4;30,77
OI Fixa;FEIRA GRANDE;AL;2015-06-22;13;0;0
OI Fixa;LUCENA;PB;2015-06-22;13;0;0
BrT Fixa;BRITANIA;GO;2015-06-22;13;0;0
Algar Telecom;APARECIDA DE GOIANIA;GO;2015-06-22;13;13;100
Embratel;TIMON;MA;2015-06-22;13;0;0
OI Fixa;IRACEMA;RR;2015-06-22;13;0;0
BrT Fixa;DOIS IRMAOS DO TOCANTINS;TO;2015-06-22;13;0;0
OI Fixa;SAO JOSE DO EGITO;PE;2015-06-22;13;0;0
OI Fixa;WENCESLAU BRAZ;MG;2015-06-22;13;0;0
OI Fixa;JOAO AMARO;BA;2015-06-22;13;2;15,38
OI Fixa;VARGEM ALEGRE;MG;2015-06-22;13;0;0
OI Fixa;IUIU;BA;2015-06-22;13;0;0
OI Fixa;VARZEA DO POCO;BA;2015-06-22;13;0;0
OI Fixa;ITABAIANINHA;SE;2015-06-22;13;1;7,69
OI Fixa;IBIAPINA;CE;2015-06-22;13;2;15,38
OI Fixa;GIRAU DO PONCIANO;AL;2015-06-22;13;0;0
OI Fixa;BARRO DURO;PI;2015-06-22;13;0;0
OI Fixa;REDENCAO DO GURGUEIA;PI;2015-06-22;13;4;30,77
OI Fixa;ESTRELA DALVA;MG;2015-06-22;13;0;0
OI Fixa;EXTREMOZ;RN;2015-06-22;13;0;0
BrT Fixa;RELVADO;RS;2015-06-22;13;0;0
OI Fixa;UIRAUNA;PB;2015-06-22;13;2;15,38
Algar Telecom;IGARAPE;MG;2015-06-22;13;0;0
OI Fixa;GENTIO DO OURO;BA;2015-06-22;13;0;0
BrT Fixa;DOUTOR MAURICIO CARDOSO;RS;2015-06-22;13;0;0
OI Fixa;AIQUARA;BA;2015-06-22;13;1;7,69
OI Fixa;BARAUNA;RN;2015-06-22;13;0;0
BrT Fixa;GUARULHOS;SP;2015-06-22;13;1;7,69
BrT Fixa;ENEAS MARQUES;PR;2015-06-22;13;0;0
OI Fixa;JUSSARI;BA;2015-06-22;13;0;0
OI Fixa;PIATA;BA;2015-06-22;13;1;7,69
BrT Fixa;ILOPOLIS;RS;2015-06-22;13;1;7,69
OI Fixa;JOAO CAMARA;RN;2015-06-22;13;0;0
OI Fixa;JAICOS;PI;2015-06-22;13;0;0
BrT Fixa;AP DE GOIANIA;GO;2015-06-22;13;0;0
Nao Encontrado;BLUMENAU;SC;2015-06-22;13;0;0
Telefônica;GALIA;SP;2015-06-22;13;0;0
BrT Fixa;COUTO DE MAGALHAES;TO;2015-06-22;13;0;0
BrT Fixa;XAXIM;SC;2015-06-22;13;0;0
BrT Fixa;BENEDITO NOVO;SC;2015-06-22;13;0;0
OI Fixa;ITUTINGA;MG;2015-06-22;13;0;0
OI Fixa;BARRAS;PI;2015-06-22;13;0;0
Algar Telecom;BETIM;MG;2015-06-22;13;0;0
BrT Fixa;LAJEADO;TO;2015-06-22;13;0;0
OI Fixa;PIQUET CARNEIRO;CE;2015-06-22;13;1;7,69
OI Fixa;CLARO DOS POCOES;MG;2015-06-22;13;0;0
BrT Fixa;PONTES E LACERD;MT;2015-06-22;13;1;7,69
OI Fixa;DOM SILVERIO;MG;2015-06-22;13;0;0
OI Fixa;ORIZANIA;MG;2015-06-22;13;0;0
OI Fixa;SAO TOME DAS LETRAS;MG;2015-06-22;13;1;7,69
OI Fixa;MACAIBA;RN;2015-06-22;13;0;0
BrT Fixa;TUCUNDUVA;RS;2015-06-22;13;0;0
Telefônica;RAFARD;SP;2015-06-22;12;0;0
OI Fixa;PARAJU;ES;2015-06-22;12;3;25
Embratel;LONDRINA;PR;2015-06-22;12;1;8,33
Sercomtel Fixa;FOZ DO IGUACU;PR;2015-06-22;12;0;0
BrT Fixa;TAQUATINGA;DF;2015-06-22;12;0;0
BrT Fixa;SANTO AFONSO;MT;2015-06-22;12;3;25
OI Fixa;PENDENCIAS;RN;2015-06-22;12;0;0
Telefônica;NARANDIBA;SP;2015-06-22;12;0;0
OI Fixa;ITAOCA;ES;2015-06-22;12;1;8,33
TPA;BLUMENAU;SC;2015-06-22;12;0;0
Telefônica;TABOAO SERRA;SP;2015-06-22;12;0;0
OI Fixa;DURANDE;MG;2015-06-22;12;3;25
BrT Fixa;CAMPINAS DO SUL;RS;2015-06-22;12;0;0
BrT Fixa;DOURADINA;MS;2015-06-22;12;9;75
BrT Fixa;APORE;GO;2015-06-22;12;0;0
OI Fixa;ARGIRITA;MG;2015-06-22;12;0;0
BrT Fixa;IPIRANGA DE GOIAS;GO;2015-06-22;12;0;0
BrT Fixa;SANDOLANDIA;TO;2015-06-22;12;1;8,33
OI Fixa;CHOROZINHO;CE;2015-06-22;12;0;0
OI Fixa;PASSIRA;PE;2015-06-22;12;0;0
OI Fixa;UBERLANDIA;MG;2015-06-22;12;0;0
BrT Fixa;RIO NEGRO;MS;2015-06-22;12;0;0
TPA;JARAGUA DO SUL;SC;2015-06-22;12;0;0
BrT Fixa;CAMPO BONITO;PR;2015-06-22;12;0;0
America Net;BARUERI;SP;2015-06-22;12;3;25
BrT Fixa;CACEQUI;RS;2015-06-22;12;1;8,33
Telefônica;VITORIA BRASIL;SP;2015-06-22;12;0;0
OI Fixa;RIBEIRO GONCALVES;PI;2015-06-22;12;0;0
OI Fixa;FARIAS BRITO;CE;2015-06-22;12;2;16,67
OI Fixa;VARJOTA;CE;2015-06-22;12;0;0
BrT Fixa;BARRO ALTO;GO;2015-06-22;12;0;0
BrT Fixa;CURITIBANOS;SC;2015-06-22;12;0;0
BrT Fixa;MARUMBI;PR;2015-06-22;12;0;0
OI Fixa;FORTUNA;MA;2015-06-22;12;1;8,33
OI Fixa;IAUARETE;AM;2015-06-22;12;1;8,33
BrT Fixa;PONTAL DO ARAGUAIA;MT;2015-06-22;12;1;8,33
GVT;IRATI;PR;2015-06-22;12;0;0
GVT;VALPARAISO;GO;2015-06-22;12;0;0
OI Fixa;PIO XII;MA;2015-06-22;12;1;8,33
Telefônica;BRASILIA;DF;2015-06-22;12;0;0
Nao Encontrado;IPATINGA;MG;2015-06-22;12;0;0
OI Fixa;BARRA DO MENDES;BA;2015-06-22;12;4;33,33
BrT Fixa;SAO NICOLAU;RS;2015-06-22;12;0;0
OI Fixa;BOTUPORA;BA;2015-06-22;12;0;0
Embratel;NOVA FRIBURGO;RJ;2015-06-22;12;0;0
Algar Telecom;NOVA LIMA;MG;2015-06-22;12;0;0
OI Fixa;BARRO PRETO;BA;2015-06-22;12;4;33,33
BrT Fixa;PAICANDU;PR;2015-06-22;12;0;0
BrT Fixa;RESERVA DO IGUACU;PR;2015-06-22;12;0;0
OI Fixa;NOVO LINO;AL;2015-06-22;12;0;0
BrT Fixa;PARANA;TO;2015-06-22;12;0;0
OI Fixa;BOM JARDIM;PE;2015-06-22;12;0;0
Telefônica;MARISTELA;SP;2015-06-22;12;4;33,33
OI Fixa;SAO MIGUEL DO ANTA;MG;2015-06-22;12;0;0
OI Fixa;PARNAMIRIM;PE;2015-06-22;12;0;0
OI Fixa;SAO MIGUEL DO TAPUIO;PI;2015-06-22;12;6;50
OI Fixa;JEQUITIBA;MG;2015-06-22;12;2;16,67
OI Fixa;SAO SEBASTIAO PARAISO;MG;2015-06-22;12;0;0
OI Fixa;CARACARAI;RR;2015-06-22;12;0;0
OI Fixa;JURIPIRANGA;PB;2015-06-22;12;0;0
OI Fixa;CATOLE DO ROCHA;PB;2015-06-22;12;0;0
Telefônica;NATIVIDADE DA SERRA;SP;2015-06-22;12;2;16,67
Vivo Fixo;ITAMARAJU;BA;2015-06-22;12;1;8,33
Telefônica;ELISIARIO;SP;2015-06-22;12;0;0
Telefônica;SAO JOAO DO PAU D'ALHO;SP;2015-06-22;12;0;0
Telefônica;SANTA CLARA D'OESTE;SP;2015-06-22;12;2;16,67
BrT Fixa;DOUTOR CAMARGO;PR;2015-06-22;12;1;8,33
BrT Fixa;PIUM;TO;2015-06-22;12;0;0
Nao Encontrado;SERRA;ES;2015-06-22;12;0;0
OI Fixa;ANGICOS;RN;2015-06-22;12;0;0
BrT Fixa;MUNDO NOVO;GO;2015-06-22;12;2;16,67
Embratel;COSMOPOLIS;SP;2015-06-22;12;0;0
BrT Fixa;PORTO MAUA;RS;2015-06-22;12;2;16,67
BrT Fixa;ARVOREZINHA;RS;2015-06-22;12;2;16,67
Nao Encontrado;ARUJA;SP;2015-06-22;12;1;8,33
BrT Fixa;PAULO FRONTIN;PR;2015-06-22;12;2;16,67
OI Fixa;REGENERACAO;PI;2015-06-22;12;2;16,67
BrT Fixa;JOVIANIA;GO;2015-06-22;12;0;0
OI Fixa;SALTO DA DIVISA;MG;2015-06-22;12;0;0
OI Fixa;JACI PARANA;RO;2015-06-22;12;0;0
BrT Fixa;CAIBATE;RS;2015-06-22;12;0;0
OI Fixa;JARDIM;CE;2015-06-22;12;4;33,33
BrT Fixa;NOVA SANTA ROSA;PR;2015-06-22;12;0;0
OI Fixa;JACANA;RN;2015-06-22;12;0;0
OI Fixa;ASSARE;CE;2015-06-22;12;2;16,67
OI Fixa;AGRESTINA;PE;2015-06-22;12;0;0
OI Fixa;CAETANOS;BA;2015-06-22;12;0;0
BrT Fixa;MINAS DO LEAO;RS;2015-06-22;12;0;0
OI Fixa;SAO BENEDITO DO RIO PRETO;MA;2015-06-22;12;0;0
OI Fixa;ARRAIAL D AJUDA;BA;2015-06-22;12;0;0
OI Fixa;CHAPADA GAUCHA;MG;2015-06-22;12;0;0
BrT Fixa;SAO JOSE DO HERVAL;RS;2015-06-22;12;0;0
OI Fixa;TERRA NOVA;PE;2015-06-22;12;0;0
OI Fixa;BONFIM DO PIAUI;PI;2015-06-22;11;1;9,09
OI Fixa;SAO JOAO DO PACUI;MG;2015-06-22;11;0;0
BrT Fixa;URUANA;GO;2015-06-22;11;2;18,18
OI Fixa;GUARACIABA;MG;2015-06-22;11;0;0
OI Fixa;AMAPA;AP;2015-06-22;11;4;36,36
OI Fixa;AXIXA;MA;2015-06-22;11;0;0
OI Fixa;CORDEIROS;BA;2015-06-22;11;1;9,09
Nao Encontrado;MAUA;SP;2015-06-22;11;0;0
BrT Fixa;GUARANI DAS MISSOES;RS;2015-06-22;11;0;0
BrT Fixa;CAPINZAL;SC;2015-06-22;11;0;0
Algar Telecom;PRAIA GRANDE;SP;2015-06-22;11;0;0
Telefônica;BIRIG\I;SP;2015-06-22;11;1;9,09
BrT Fixa;PROGRESSO;RS;2015-06-22;11;1;9,09
Embratel;ILHA SOLTEIRA;SP;2015-06-22;11;0;0
OI Fixa;GUAJARA;AM;2015-06-22;11;1;9,09
BrT Fixa;ITAPORA;MS;2015-06-22;11;6;54,55
BrT Fixa;MANOEL URBANO;AC;2015-06-22;11;1;9,09
Embratel;PETROLINA;PE;2015-06-22;11;0;0
OI Fixa;TABIRA;PE;2015-06-22;11;0;0
OI Fixa;CHIADOR;MG;2015-06-22;11;1;9,09
OI Fixa;SANTA MARIA;RJ;2015-06-22;11;0;0
BrT Fixa;CAPAO ALTO;SC;2015-06-22;11;0;0
OI Fixa;CANTO DO BURITI;PI;2015-06-22;11;0;0
BrT Fixa;NOVA ARACA;RS;2015-06-22;11;0;0
OI Fixa;SITIO DO QUINTO;BA;2015-06-22;11;0;0
OI Fixa;ARACE;ES;2015-06-22;11;0;0
OI Fixa;SAO PAULO DO POTENGI;RN;2015-06-22;11;0;0
BrT Fixa;SAO JOAO DO ITAPERIU;SC;2015-06-22;11;1;9,09
OI Fixa;IRUPI;ES;2015-06-22;11;0;0
BrT Fixa;NOSSA SENHORA DAS GRACAS;PR;2015-06-22;11;1;9,09
BrT Fixa;SANTA CLARA DO SUL;RS;2015-06-22;11;2;18,18
OI Fixa;SANTA CRUZ;PE;2015-06-22;11;0;0
OI Fixa;NOVO ORIENTE DO PIAUI;PI;2015-06-22;11;0;0
TVN;BELEM;PA;2015-06-22;11;1;9,09
OI Fixa;CENTRAL;BA;2015-06-22;11;0;0
BrT Fixa;CROMINIA;GO;2015-06-22;11;0;0
OI Fixa;SAO DOMINGOS DO ARAGUAIA;PA;2015-06-22;11;0;0
OI Fixa;NOVA ESPERANCA;MG;2015-06-22;11;1;9,09
OI Fixa;SAO MIGUEL DO GOSTOSO;RN;2015-06-22;11;0;0
BrT Fixa;DIVINOPOLIS DO TOCANTINS;TO;2015-06-22;11;0;0
OI Fixa;SAO LUIS DO QUITUNDE;AL;2015-06-22;11;1;9,09
OI Fixa;SAO PEDRO DO AVAI;MG;2015-06-22;11;0;0
OI Fixa;AURORA;CE;2015-06-22;11;0;0
GVT;ITAPEVA;SP;2015-06-22;11;1;9,09
OI Fixa;DORES DE GUANHAES;MG;2015-06-22;11;0;0
OI Fixa;ALENQUER;PA;2015-06-22;11;0;0
Telefônica;S CAETANO DO SUL;SP;2015-06-22;11;0;0
BrT Fixa;LAVRAS DO SUL;RS;2015-06-22;11;1;9,09
Embratel;ALAGOINHAS;BA;2015-06-22;11;0;0
OI Fixa;DESCOBERTO;MG;2015-06-22;11;2;18,18
OI Fixa;SANTO ANTONIO DOS CAMPOS;MG;2015-06-22;11;0;0
GVT;BERTIOGA;SP;2015-06-22;11;1;9,09
OI Fixa;CORONEL JOAO SA;BA;2015-06-22;11;1;9,09
OI Fixa;CURUCA;PA;2015-06-22;11;2;18,18
BrT Fixa;TRINDADE DO SUL;RS;2015-06-22;11;0;0
Embratel;ITATIBA;SP;2015-06-22;11;0;0
OI Fixa;SOUTO SOARES;BA;2015-06-22;11;0;0
OI Fixa;CORDISLANDIA;MG;2015-06-22;11;0;0
BrT Fixa;IBAITI;PR;2015-06-22;11;2;18,18
BrT Fixa;COLINAS DO SUL;GO;2015-06-22;11;0;0
BrT Fixa;IGUATEMI;MS;2015-06-22;11;1;9,09
OI Fixa;FERNANDES TOURINHO;MG;2015-06-22;11;0;0
OI Fixa;TOUROS;RN;2015-06-22;11;0;0
BrT Fixa;CRISTAL;RS;2015-06-22;11;0;0
OI Fixa;SAO JOSE DAS TRONQUEIRAS;MG;2015-06-22;11;5;45,45
OI Fixa;CASCALHO RICO;MG;2015-06-22;11;1;9,09
